0.024284407	0.029347552	-0.003226458	-0.0861271	-0.037995797	0.0017881574	0.057761837	0.0252754	0.09895358	0.047873676	0.24805409	0.065682195	-0.028670993	-0.026876973	0.09732195	0.01344333
0.031834695	0.034835715	0.012671496	-0.090117596	0.013850949	-0.071818754	-0.0074359896	0.049265247	0.1015623	0.074047215	0.18731324	0.12263958	-0.07728226	-0.027921977	0.04491224	-0.044959538
0.10233813	0.11659326	-0.07077155	-0.15663117	0.02584385	-0.17309119	0.07842975	0.15968247	0.17297527	0.066668674	0.40269473	0.16322212	-0.12012473	-0.041044768	0.10949679	-0.06366562
-0.34356076	-0.29663387	0.3858423	0.42888382	-0.20471503	0.15914764	-0.2226809	-0.328816	-0.4337238	0.07299202	-0.56976885	-0.38388094	0.3093568	0.10683804	-0.41167322	0.3004847
-0.012055147	-0.04118058	-0.0066091954	0.026101023	-0.060738012	-0.059722636	-0.049669214	-0.0336007	-0.0012379178	-0.030596914	-0.07367303	-0.021817306	0.08176412	0.014916159	-0.057571385	0.039886717
-0.01975683	0.03600917	0.0073258923	-0.06386648	-0.009632458	-0.08513107	0.008790555	0.057818823	-0.020149777	0.032165952	0.08670459	0.016493715	-0.014861323	-0.018136278	-0.031960152	0.04551124
-0.32857493	-0.31452388	0.3615064	0.36952275	-0.31497458	0.2563614	-0.28937668	-0.373323	-0.3952542	0.28351653	-0.10859213	-0.32834986	0.3293799	0.22305109	-0.33861548	0.28891912
-0.008899807	0.003540927	0.035859525	-0.041057196	-0.030932095	-0.020639764	0.033609156	0.026441345	-0.00465288	-0.004693792	-0.0095502045	0.02717929	-0.013352763	0.028936869	0.025311735	-0.02441552
-0.29062366	-0.28087354	0.31481296	0.31955686	-0.15514733	0.16361298	-0.2264983	-0.33407378	-0.32227296	0.12578766	-0.3260562	-0.33620206	0.23212734	0.10159987	-0.2515735	0.2697175
-0.012740053	0.021579236	-0.021197569	-0.02724524	0.014128907	-0.041233543	-0.029407633	-0.013655363	-0.00781158	0.008639123	0.024399163	0.004557862	-0.01103848	-0.016106531	0.036806297	0.028680218
-0.30501196	-0.29035562	0.33234632	0.41238865	-0.22351275	0.26897094	-0.22867815	-0.3390102	-0.3739083	0.2696652	-0.1630022	-0.3379962	0.32630587	0.1835099	-0.38588205	0.2519173
0.06329878	0.13715726	-0.10215699	-0.058389805	0.02436738	-0.09460713	0.06178494	0.079691485	0.1302409	0.01737671	0.06340781	0.0745787	-0.073576264	-0.025535202	0.11021996	-0.035224315
-0.1623369	-0.24877775	0.2532987	0.27116606	-0.09546386	0.20335256	-0.12638967	-0.19244698	-0.21069057	0.07245822	-0.2687895	-0.2523705	0.13932115	0.09204543	-0.2300502	0.1435514
0.2521208	0.25180742	-0.24521235	-0.33635762	0.12090239	-0.24538587	0.09307545	0.25783744	0.31426036	-0.044581424	0.44030446	0.28007606	-0.19422354	-0.11416523	0.27374893	-0.19632037
0.026758697	0.06795942	-0.016426869	0.010586316	-0.0026602554	-0.009598096	-0.05330626	0.009453433	-0.006561648	0.03560321	0.07899393	0.006898377	0.026034005	0.057589907	-0.025198283	-0.025368914
-0.025502536	-0.0050542555	0.009284636	0.047290847	-0.08438631	-0.020597728	-0.05343602	-0.05864388	-0.015358452	0.06613014	0.041214414	0.007767039	0.057019226	0.09991974	0.008343643	-0.0027700746
0.09756714	0.0029953925	-0.0993447	-0.045211393	0.09600661	-0.06609252	0.080506	-0.00062042207	0.078736775	-0.059618965	-0.17027217	0.065832734	-0.082667656	-0.051145673	0.03376706	-0.09091595
-0.05516782	-0.07330052	0.020507721	0.09558481	-0.012465271	0.13481206	0.048086192	-0.035754636	-0.058662746	-0.1383773	-0.39496964	-0.100455835	0.037885014	-0.08151359	-0.07522902	0.046395805
-0.14983402	-0.10863984	0.15633526	0.17868401	-0.17113476	0.1369954	-0.105749264	-0.22860588	-0.17161706	0.13240914	-0.076097056	-0.23835605	0.12600575	0.12522314	-0.22901641	0.1708887
0.040999006	0.07376276	-0.032517377	-0.06904126	0.035337463	-0.07167643	0.013073509	0.0283144	0.059570428	0.028221792	0.17569207	0.030074498	-0.06380208	-0.01773546	0.09797428	-0.06344514
-0.13441679	-0.10054077	0.05902767	0.065701425	-0.08315962	0.085948244	-0.10317797	-0.0707863	-0.12504873	0.08030555	0.22007135	-0.10653967	0.13554253	0.07314839	-0.083525166	0.106659465
0.02685165	0.066477515	-0.04903505	-0.07147532	0.0015834111	-0.006026901	0.06522341	-0.023173576	0.059938285	-0.049478687	0.023298936	0.03361303	-0.058418456	-0.047989428	0.03355804	0.0149539
-0.031889882	-0.044647995	0.06538621	-0.0123189455	-0.015361873	-0.02832698	0.0061435406	-0.04854053	0.0067389137	0.07974569	0.035012618	0.001066823	0.012654916	-0.004947298	-0.0039582094	-0.022028824
-0.31191322	-0.23856492	0.30031553	0.31487516	-0.30702502	0.2920383	-0.24495259	-0.36946544	-0.34221065	0.23836973	0.05741372	-0.27748886	0.29139352	0.24489489	-0.27965784	0.25400177
0.06163556	0.0019420851	-0.01477469	-0.034188133	-0.048068643	-0.022408644	-0.043692615	-0.013363161	0.033750843	0.026367106	0.26401106	0.063800186	0.02193532	0.031077275	0.06573285	-0.031541586
0.051433723	0.03457288	-0.059870288	-0.04395062	0.17080724	-0.0038790433	0.09277403	0.09483538	0.11957709	-0.15845163	-0.14453162	0.04003498	-0.060678087	-0.12391206	0.13339353	-0.08245675
-0.024332548	0.056638394	0.042663198	-0.016034674	-0.04500644	-0.047824115	0.0024404167	0.0482639	-0.03036732	0.01726888	0.13710216	-0.04390108	-0.033121344	0.041302007	0.0045970767	-0.018025545
0.067915075	0.031214442	-0.046447057	-0.056043945	-0.006241581	-0.034055427	0.06613671	0.08849737	0.063766584	0.022118669	0.17769513	0.04829704	-0.048831966	0.0006295039	0.041176163	-0.014607788
